timestamp,turbineId,line,power,windSpeed,dailyGeneration,state
2026-06-08T05:26:17.847Z,WT-025,L5,1.45,7.58,0.0121,运行
2026-06-08T05:26:17.847Z,WT-026,L5,1.34,6.18,0.0112,运行
2026-06-08T05:26:17.847Z,WT-027,L5,1.40,4.95,0.0117,运行
2026-06-08T05:26:17.847Z,WT-028,L5,1.60,10.40,0.0133,运行
2026-06-08T05:26:17.847Z,WT-029,L5,1.76,14.42,0.0147,运行
2026-06-08T05:26:17.847Z,WT-030,L5,1.72,12.73,0.0143,运行
2026-06-08T06:26:17.847Z,WT-001,L1,1.48,5.98,0.0263,运行
2026-06-08T06:26:17.847Z,WT-002,L1,1.64,14.88,0.0249,运行
2026-06-08T06:26:17.847Z,WT-003,L1,1.64,8.82,0.0272,运行
2026-06-08T06:26:17.847Z,WT-004,L1,1.68,12.69,0.0275,运行
2026-06-08T06:26:17.847Z,WT-005,L1,1.67,11.48,0.0269,运行
2026-06-08T06:26:17.847Z,WT-006,L1,1.75,12.21,0.0287,运行
2026-06-08T06:26:17.847Z,WT-007,L2,1.28,5.98,0.0219,运行
2026-06-08T06:26:17.847Z,WT-008,L2,1.61,13.05,0.0252,运行
2026-06-08T06:26:17.847Z,WT-009,L2,1.41,5.26,0.0253,运行
2026-06-08T06:26:17.847Z,WT-010,L2,1.56,6.04,0.0274,运行
2026-06-08T06:26:17.847Z,WT-011,L2,1.38,3.88,0.0245,运行
2026-06-08T06:26:17.847Z,WT-012,L2,1.72,11.90,0.0282,运行
2026-06-08T06:26:17.847Z,WT-013,L3,1.83,13.35,0.0295,运行
2026-06-08T06:26:17.847Z,WT-014,L3,1.50,11.80,0.0238,运行
2026-06-08T06:26:17.847Z,WT-015,L3,1.88,14.27,0.0301,运行
2026-06-08T06:26:17.847Z,WT-016,L3,1.44,4.54,0.0256,运行
2026-06-08T06:26:17.847Z,WT-017,L3,1.77,14.54,0.0283,运行
2026-06-08T06:26:17.847Z,WT-018,L3,1.90,14.62,0.0300,运行
2026-06-08T06:26:17.847Z,WT-019,L4,1.62,10.10,0.0272,运行
2026-06-08T06:26:17.847Z,WT-020,L4,1.30,4.48,0.0232,运行
2026-06-08T06:26:17.847Z,WT-021,L4,1.45,5.23,0.0257,运行
2026-06-08T06:26:17.847Z,WT-022,L4,1.58,9.24,0.0264,运行
2026-06-08T06:26:17.847Z,WT-023,L4,1.48,8.58,0.0241,运行
2026-06-08T06:26:17.847Z,WT-024,L4,1.62,10.86,0.0263,运行
2026-06-08T06:26:17.847Z,WT-025,L5,1.73,13.87,0.0265,运行
2026-06-08T06:26:17.847Z,WT-026,L5,1.55,11.49,0.0241,运行
2026-06-08T06:26:17.847Z,WT-027,L5,1.38,7.27,0.0232,运行
2026-06-08T06:26:17.847Z,WT-028,L5,1.42,3.61,0.0252,运行
2026-06-08T06:26:17.847Z,WT-029,L5,1.71,8.37,0.0289,运行
2026-06-08T06:26:17.847Z,WT-030,L5,1.43,4.35,0.0262,运行
2026-06-08T07:26:17.847Z,WT-001,L1,1.53,10.83,0.0391,运行
2026-06-08T07:26:17.847Z,WT-002,L1,1.67,8.88,0.0388,运行
2026-06-08T07:26:17.847Z,WT-003,L1,1.72,12.12,0.0415,运行
2026-06-08T07:26:17.847Z,WT-004,L1,1.77,12.76,0.0422,运行
2026-06-08T07:26:17.847Z,WT-005,L1,1.74,10.01,0.0414,运行
2026-06-08T07:26:17.847Z,WT-006,L1,1.50,3.11,0.0412,运行
2026-06-08T07:26:17.847Z,WT-007,L2,1.42,10.71,0.0338,运行
2026-06-08T07:26:17.847Z,WT-008,L2,1.43,5.39,0.0371,运行
2026-06-08T07:26:17.847Z,WT-009,L2,1.51,9.55,0.0379,运行
2026-06-08T07:26:17.847Z,WT-010,L2,1.71,13.16,0.0417,运行
2026-06-08T07:26:17.847Z,WT-011,L2,1.47,9.74,0.0368,运行
2026-06-08T07:26:17.847Z,WT-012,L2,1.59,6.22,0.0415,运行
2026-06-08T07:26:17.847Z,WT-013,L3,1.76,9.91,0.0442,运行
2026-06-08T07:26:17.847Z,WT-014,L3,1.46,7.49,0.0360,运行
2026-06-08T07:26:17.847Z,WT-015,L3,1.57,3.63,0.0432,运行
2026-06-08T07:26:17.847Z,WT-016,L3,1.46,6.92,0.0377,运行
2026-06-08T07:26:17.847Z,WT-017,L3,1.57,6.50,0.0414,运行
2026-06-08T07:26:17.847Z,WT-018,L3,1.87,10.97,0.0456,运行
2026-06-08T07:26:17.847Z,WT-019,L4,1.53,5.52,0.0399,运行
2026-06-08T07:26:17.847Z,WT-020,L4,1.34,7.56,0.0344,运行
2026-06-08T07:26:17.847Z,WT-021,L4,1.42,6.87,0.0376,运行
2026-06-08T07:26:17.847Z,WT-022,L4,1.81,14.09,0.0415,运行
2026-06-08T07:26:17.847Z,WT-023,L4,1.58,11.68,0.0372,运行
2026-06-08T07:26:17.847Z,WT-024,L4,1.71,10.59,0.0406,运行
2026-06-08T07:26:17.847Z,WT-025,L5,1.55,4.80,0.0394,运行
2026-06-08T07:26:17.847Z,WT-026,L5,1.68,12.67,0.0381,运行
2026-06-08T07:26:17.847Z,WT-027,L5,1.39,7.21,0.0347,运行
2026-06-08T07:26:17.847Z,WT-028,L5,1.37,7.17,0.0366,运行
2026-06-08T07:26:17.847Z,WT-029,L5,1.60,8.72,0.0423,运行
2026-06-08T07:26:17.847Z,WT-030,L5,1.46,10.27,0.0384,运行
2026-06-08T08:26:17.847Z,WT-001,L1,1.30,3.27,0.0499,运行
2026-06-08T08:26:17.847Z,WT-002,L1,1.86,12.88,0.0543,运行
2026-06-08T08:26:17.847Z,WT-003,L1,1.62,9.34,0.0550,运行
2026-06-08T08:26:17.847Z,WT-004,L1,1.46,3.22,0.0544,运行
2026-06-08T08:26:17.847Z,WT-005,L1,1.44,3.33,0.0534,运行
2026-06-08T08:26:17.847Z,WT-006,L1,1.66,12.04,0.0550,运行
2026-06-08T08:26:17.847Z,WT-007,L2,1.22,3.75,0.0439,运行
2026-06-08T08:26:17.847Z,WT-008,L2,1.51,11.35,0.0497,运行
2026-06-08T08:26:17.847Z,WT-009,L2,1.77,14.83,0.0527,运行
2026-06-08T08:26:17.847Z,WT-010,L2,1.46,4.36,0.0538,运行
2026-06-08T08:26:17.847Z,WT-011,L2,1.35,5.78,0.0480,运行
2026-06-08T08:26:17.847Z,WT-012,L2,1.62,9.23,0.0550,运行
2026-06-08T08:26:17.847Z,WT-013,L3,1.84,12.31,0.0595,运行
2026-06-08T08:26:17.847Z,WT-014,L3,1.50,9.24,0.0485,运行
2026-06-08T08:26:17.847Z,WT-015,L3,1.50,8.21,0.0557,运行
2026-06-08T08:26:17.847Z,WT-016,L3,1.57,10.27,0.0508,运行
2026-06-08T08:26:17.847Z,WT-017,L3,1.62,8.61,0.0549,运行
2026-06-08T08:26:17.847Z,WT-018,L3,1.71,6.55,0.0598,运行
2026-06-08T08:26:17.847Z,WT-019,L4,1.33,3.68,0.0510,运行
2026-06-08T08:26:17.847Z,WT-020,L4,1.52,11.83,0.0471,运行
2026-06-08T08:26:17.847Z,WT-021,L4,1.34,4.46,0.0487,运行
2026-06-08T08:26:17.847Z,WT-022,L4,1.83,9.45,0.0567,运行
2026-06-08T08:26:17.847Z,WT-023,L4,1.57,8.99,0.0503,运行
2026-06-08T08:26:17.847Z,WT-024,L4,1.60,8.96,0.0539,运行
2026-06-08T08:26:17.847Z,WT-025,L5,1.62,12.23,0.0529,运行
2026-06-08T08:26:17.847Z,WT-026,L5,1.72,9.74,0.0524,运行
2026-06-08T08:26:17.847Z,WT-027,L5,1.59,13.29,0.0480,运行
2026-06-08T08:26:17.847Z,WT-028,L5,1.61,14.57,0.0500,运行
2026-06-08T08:26:17.847Z,WT-029,L5,1.72,11.06,0.0566,运行
2026-06-08T08:26:17.847Z,WT-030,L5,1.50,7.63,0.0509,运行
2026-06-08T09:26:17.847Z,WT-001,L1,1.56,14.85,0.0629,运行
2026-06-08T09:26:17.847Z,WT-002,L1,1.54,4.59,0.0672,运行
2026-06-08T09:26:17.847Z,WT-003,L1,1.36,3.05,0.0663,运行
2026-06-08T09:26:17.847Z,WT-004,L1,1.34,6.04,0.0656,运行
2026-06-08T09:26:17.847Z,WT-005,L1,1.66,11.61,0.0673,运行
2026-06-08T09:26:17.847Z,WT-006,L1,1.87,14.07,0.0706,运行
2026-06-08T09:26:17.847Z,WT-007,L2,1.32,10.63,0.0549,运行
2026-06-08T09:26:17.847Z,WT-008,L2,1.66,14.12,0.0635,运行
2026-06-08T09:26:17.847Z,WT-009,L2,1.69,8.55,0.0668,运行
2026-06-08T09:26:17.847Z,WT-010,L2,1.63,10.78,0.0674,运行
2026-06-08T09:26:17.847Z,WT-011,L2,1.25,4.93,0.0584,运行
2026-06-08T09:26:17.847Z,WT-012,L2,1.81,13.81,0.0701,运行
2026-06-08T09:26:17.847Z,WT-013,L3,1.99,13.93,0.0761,运行
2026-06-08T09:26:17.847Z,WT-014,L3,1.62,12.40,0.0620,运行
2026-06-08T09:26:17.847Z,WT-015,L3,1.62,9.85,0.0692,运行
2026-06-08T09:26:17.847Z,WT-016,L3,1.43,5.40,0.0628,运行
2026-06-08T09:26:17.847Z,WT-017,L3,1.47,5.07,0.0672,运行
2026-06-08T09:26:17.847Z,WT-018,L3,1.82,11.56,0.0750,运行
2026-06-08T09:26:17.847Z,WT-019,L4,1.48,9.97,0.0633,运行
2026-06-08T09:26:17.847Z,WT-020,L4,1.74,13.14,0.0616,运行
2026-06-08T09:26:17.847Z,WT-021,L4,1.21,4.24,0.0588,运行
2026-06-08T09:26:17.847Z,WT-022,L4,1.53,4.28,0.0695,运行
2026-06-08T09:26:17.847Z,WT-023,L4,1.47,7.76,0.0626,运行
2026-06-08T09:26:17.847Z,WT-024,L4,1.71,11.43,0.0682,运行
2026-06-08T09:26:17.847Z,WT-025,L5,1.48,4.89,0.0653,运行
2026-06-08T09:26:17.847Z,WT-026,L5,1.43,3.89,0.0643,运行
2026-06-08T09:26:17.847Z,WT-027,L5,1.37,5.50,0.0594,运行
2026-06-08T09:26:17.847Z,WT-028,L5,1.48,4.44,0.0623,运行
2026-06-08T09:26:17.847Z,WT-029,L5,1.68,8.37,0.0706,运行
2026-06-08T09:26:17.847Z,WT-030,L5,1.60,12.38,0.0643,运行
2026-06-08T10:26:17.847Z,WT-001,L1,1.80,14.41,0.0779,运行
2026-06-08T10:26:17.847Z,WT-002,L1,1.43,6.59,0.0791,运行
2026-06-08T10:26:17.847Z,WT-003,L1,1.66,13.92,0.0802,运行
2026-06-08T10:26:17.847Z,WT-004,L1,1.53,13.09,0.0783,运行
2026-06-08T10:26:17.847Z,WT-005,L1,1.67,10.55,0.0812,运行
2026-06-08T10:26:17.847Z,WT-006,L1,1.66,4.44,0.0844,运行
2026-06-08T10:26:17.847Z,WT-007,L2,1.26,4.64,0.0654,运行
2026-06-08T10:26:17.847Z,WT-008,L2,1.70,12.10,0.0777,运行
2026-06-08T10:26:17.847Z,WT-009,L2,1.53,4.23,0.0795,运行
2026-06-08T10:26:17.847Z,WT-010,L2,1.47,4.75,0.0797,运行
2026-06-08T10:26:17.847Z,WT-011,L2,1.58,13.42,0.0716,运行
2026-06-08T10:26:17.847Z,WT-012,L2,1.69,6.32,0.0842,运行
2026-06-08T10:26:17.847Z,WT-013,L3,2.02,13.61,0.0929,运行
2026-06-08T10:26:17.847Z,WT-014,L3,1.52,7.91,0.0747,运行
2026-06-08T10:26:17.847Z,WT-015,L3,1.64,11.60,0.0828,运行
2026-06-08T10:26:17.847Z,WT-016,L3,1.64,12.72,0.0764,运行
2026-06-08T10:26:17.847Z,WT-017,L3,1.28,4.06,0.0778,运行
2026-06-08T10:26:17.847Z,WT-018,L3,1.71,9.14,0.0892,运行
2026-06-08T10:26:17.847Z,WT-019,L4,1.60,12.03,0.0767,运行
2026-06-08T10:26:17.847Z,WT-020,L4,1.69,8.49,0.0757,运行
2026-06-08T10:26:17.847Z,WT-021,L4,1.46,12.39,0.0710,运行
2026-06-08T10:26:17.847Z,WT-022,L4,1.40,5.67,0.0812,运行
2026-06-08T10:26:17.847Z,WT-023,L4,1.74,14.58,0.0771,运行
2026-06-08T10:26:17.847Z,WT-024,L4,1.42,4.78,0.0800,运行
2026-06-08T10:26:17.847Z,WT-025,L5,1.68,13.52,0.0793,运行
2026-06-08T10:26:17.847Z,WT-026,L5,1.32,6.15,0.0753,运行
2026-06-08T10:26:17.847Z,WT-027,L5,1.42,9.04,0.0712,运行
2026-06-08T10:26:17.847Z,WT-028,L5,1.39,7.63,0.0739,运行
2026-06-08T10:26:17.847Z,WT-029,L5,1.69,11.80,0.0847,运行
2026-06-08T10:26:17.847Z,WT-030,L5,1.46,6.53,0.0764,运行
2026-06-08T11:26:17.847Z,WT-001,L1,1.53,5.54,0.0907,运行
2026-06-08T11:26:17.847Z,WT-002,L1,1.52,9.12,0.0917,运行
2026-06-08T11:26:17.847Z,WT-003,L1,1.70,11.77,0.0943,运行
2026-06-08T11:26:17.847Z,WT-004,L1,1.51,9.78,0.0909,运行
2026-06-08T11:26:17.847Z,WT-005,L1,1.76,13.09,0.0958,运行
2026-06-08T11:26:17.847Z,WT-006,L1,1.60,9.76,0.0978,运行
2026-06-08T11:26:17.847Z,WT-007,L2,1.11,3.52,0.0747,运行
2026-06-08T11:26:17.847Z,WT-008,L2,1.60,7.36,0.0910,运行
2026-06-08T11:26:17.847Z,WT-009,L2,1.50,6.70,0.0920,运行
2026-06-08T11:26:17.847Z,WT-010,L2,1.50,7.88,0.0922,运行
2026-06-08T11:26:17.847Z,WT-011,L2,1.34,3.88,0.0828,运行
2026-06-08T11:26:17.847Z,WT-012,L2,1.90,13.61,0.1000,运行
2026-06-08T11:26:17.847Z,WT-013,L3,2.05,12.06,0.1100,运行
2026-06-08T11:26:17.847Z,WT-014,L3,1.70,13.07,0.0888,运行
2026-06-08T11:26:17.847Z,WT-015,L3,1.45,6.07,0.0949,运行
2026-06-08T11:26:17.847Z,WT-016,L3,1.58,8.99,0.0896,运行
2026-06-08T11:26:17.847Z,WT-017,L3,1.20,4.92,0.0878,运行
2026-06-08T11:26:17.847Z,WT-018,L3,1.45,5.27,0.1013,运行
2026-06-08T11:26:17.847Z,WT-019,L4,1.64,11.75,0.0903,运行
2026-06-08T11:26:17.847Z,WT-020,L4,1.63,8.44,0.0892,运行
2026-06-08T11:26:17.847Z,WT-021,L4,1.52,9.95,0.0837,运行
2026-06-08T11:26:17.847Z,WT-022,L4,1.55,11.42,0.0941,运行
2026-06-08T11:26:17.847Z,WT-023,L4,1.44,3.97,0.0891,运行
2026-06-08T11:26:17.847Z,WT-024,L4,1.35,7.04,0.0912,运行
2026-06-08T11:26:17.847Z,WT-025,L5,1.54,6.20,0.0921,运行
2026-06-08T11:26:17.847Z,WT-026,L5,1.19,5.56,0.0852,运行
2026-06-08T11:26:17.847Z,WT-027,L5,1.22,3.74,0.0814,运行
2026-06-08T11:26:17.847Z,WT-028,L5,1.21,4.90,0.0840,运行
2026-06-08T11:26:17.847Z,WT-029,L5,1.50,4.33,0.0972,运行
2026-06-08T11:26:17.847Z,WT-030,L5,1.38,6.62,0.0879,运行
2026-06-08T12:26:17.847Z,WT-001,L1,1.74,14.22,0.1052,运行
2026-06-08T12:26:17.847Z,WT-002,L1,1.39,3.90,0.1033,运行
2026-06-08T12:26:17.847Z,WT-003,L1,1.50,4.20,0.1068,运行
2026-06-08T12:26:17.847Z,WT-004,L1,1.65,11.92,0.1047,运行
2026-06-08T12:26:17.847Z,WT-005,L1,1.54,5.77,0.1087,运行
2026-06-08T12:26:17.847Z,WT-006,L1,1.65,10.69,0.1115,运行
2026-06-08T12:26:17.847Z,WT-007,L2,1.28,9.45,0.0853,运行
2026-06-08T12:26:17.847Z,WT-008,L2,1.83,14.04,0.1062,运行
2026-06-08T12:26:17.847Z,WT-009,L2,1.70,12.29,0.1062,运行
2026-06-08T12:26:17.847Z,WT-010,L2,1.50,6.70,0.1047,运行
2026-06-08T12:26:17.847Z,WT-011,L2,1.22,3.03,0.0929,运行
2026-06-08T12:26:17.847Z,WT-012,L2,1.98,12.00,0.1165,运行
2026-06-08T12:26:17.847Z,WT-013,L3,1.97,10.09,0.1264,运行
2026-06-08T12:26:17.847Z,WT-014,L3,1.70,10.04,0.1030,运行
2026-06-08T12:26:17.847Z,WT-015,L3,1.70,14.64,0.1091,运行
2026-06-08T12:26:17.847Z,WT-016,L3,1.72,13.33,0.1039,运行
2026-06-08T12:26:17.847Z,WT-017,L3,1.15,6.21,0.0974,运行
2026-06-08T12:26:17.847Z,WT-018,L3,1.33,5.79,0.1124,运行
2026-06-08T12:26:17.847Z,WT-019,L4,1.66,11.59,0.1042,运行
2026-06-08T12:26:17.847Z,WT-020,L4,1.71,9.81,0.1035,运行
2026-06-08T12:26:17.847Z,WT-021,L4,1.65,11.86,0.0974,运行
2026-06-08T12:26:17.847Z,WT-022,L4,1.57,10.20,0.1072,运行
2026-06-08T12:26:17.847Z,WT-023,L4,1.23,4.71,0.0993,运行
2026-06-08T12:26:17.847Z,WT-024,L4,1.31,4.99,0.1022,运行
2026-06-08T12:26:17.847Z,WT-025,L5,1.36,3.71,0.1034,运行
2026-06-08T12:26:17.847Z,WT-026,L5,1.40,12.71,0.0969,运行
2026-06-08T12:26:17.847Z,WT-027,L5,1.34,8.30,0.0926,运行
2026-06-08T12:26:17.847Z,WT-028,L5,1.13,5.53,0.0934,运行
2026-06-08T12:26:17.847Z,WT-029,L5,1.68,12.37,0.1112,运行
2026-06-08T12:26:17.847Z,WT-030,L5,1.44,8.02,0.0999,运行
2026-06-08T13:26:17.847Z,WT-001,L1,1.50,5.08,0.1177,运行
2026-06-08T13:26:17.847Z,WT-002,L1,1.60,13.49,0.1167,运行
2026-06-08T13:26:17.847Z,WT-003,L1,1.44,5.88,0.1188,运行
2026-06-08T13:26:17.847Z,WT-004,L1,1.64,9.50,0.1183,运行
2026-06-08T13:26:17.847Z,WT-005,L1,1.68,13.41,0.1227,运行
2026-06-08T13:26:17.847Z,WT-006,L1,1.38,3.16,0.1230,运行
2026-06-08T13:26:17.847Z,WT-007,L2,1.29,8.87,0.0961,运行
2026-06-08T13:26:17.847Z,WT-008,L2,1.90,14.01,0.1221,运行
2026-06-08T13:26:17.847Z,WT-009,L2,1.75,11.70,0.1207,运行
2026-06-08T13:26:17.847Z,WT-010,L2,1.65,11.26,0.1184,运行
2026-06-08T13:26:17.847Z,WT-011,L2,1.29,8.93,0.1037,运行
2026-06-08T13:26:17.847Z,WT-012,L2,1.88,8.17,0.1322,运行
2026-06-08T13:26:17.847Z,WT-013,L3,1.96,11.99,0.1428,运行
2026-06-08T13:26:17.847Z,WT-014,L3,1.51,6.62,0.1156,运行
2026-06-08T13:26:17.847Z,WT-015,L3,1.52,4.31,0.1217,运行
2026-06-08T13:26:17.847Z,WT-016,L3,1.67,8.52,0.1178,运行
2026-06-08T13:26:17.847Z,WT-017,L3,1.39,11.02,0.1090,运行
2026-06-08T13:26:17.847Z,WT-018,L3,1.47,10.78,0.1247,运行
2026-06-08T13:26:17.847Z,WT-019,L4,1.61,6.69,0.1176,运行
2026-06-08T13:26:17.847Z,WT-020,L4,1.62,6.45,0.1170,运行
2026-06-08T13:26:17.847Z,WT-021,L4,1.41,4.52,0.1092,运行
2026-06-08T13:26:17.847Z,WT-022,L4,1.81,13.82,0.1222,运行
2026-06-08T13:26:17.847Z,WT-023,L4,0.00,13.28,0.0993,停机
2026-06-08T13:26:17.847Z,WT-024,L4,1.51,11.88,0.1148,运行
2026-06-08T13:26:17.847Z,WT-025,L5,1.57,12.33,0.1165,运行
2026-06-08T13:26:17.847Z,WT-026,L5,1.47,10.16,0.1092,运行
2026-06-08T13:26:17.847Z,WT-027,L5,1.58,13.17,0.1058,运行
2026-06-08T13:26:17.847Z,WT-028,L5,1.50,14.89,0.1059,运行
2026-06-08T13:26:17.847Z,WT-029,L5,1.66,10.58,0.1250,运行
2026-06-08T13:26:17.847Z,WT-030,L5,1.66,12.45,0.1137,运行
2026-06-08T14:26:17.847Z,WT-001,L1,1.62,10.88,0.1312,运行
2026-06-08T14:26:17.847Z,WT-002,L1,1.55,8.28,0.1296,运行
2026-06-08T14:26:17.847Z,WT-003,L1,1.35,7.41,0.1301,运行
2026-06-08T14:26:17.847Z,WT-004,L1,1.84,12.89,0.1337,运行
2026-06-08T14:26:17.847Z,WT-005,L1,1.49,6.96,0.1351,运行
2026-06-08T14:26:17.847Z,WT-006,L1,1.61,12.17,0.1364,运行
2026-06-08T14:26:17.847Z,WT-007,L2,1.34,7.64,0.1072,运行
2026-06-08T14:26:17.847Z,WT-008,L2,1.88,9.82,0.1377,运行
2026-06-08T14:26:17.847Z,WT-009,L2,1.53,4.12,0.1335,运行
2026-06-08T14:26:17.847Z,WT-010,L2,1.65,10.53,0.1322,运行
2026-06-08T14:26:17.847Z,WT-011,L2,1.19,5.88,0.1136,运行
2026-06-08T14:26:17.847Z,WT-012,L2,1.87,12.00,0.1478,运行
2026-06-08T14:26:17.847Z,WT-013,L3,1.96,11.16,0.1591,运行
2026-06-08T14:26:17.847Z,WT-014,L3,1.43,4.72,0.1275,运行
2026-06-08T14:26:17.847Z,WT-015,L3,1.39,4.13,0.1333,运行
2026-06-08T14:26:17.847Z,WT-016,L3,1.60,8.17,0.1312,运行
2026-06-08T14:26:17.847Z,WT-017,L3,1.62,13.58,0.1225,运行
2026-06-08T14:26:17.847Z,WT-018,L3,1.60,12.44,0.1380,运行
2026-06-08T14:26:17.847Z,WT-019,L4,1.52,5.64,0.1302,运行
2026-06-08T14:26:17.847Z,WT-020,L4,1.54,6.93,0.1298,运行
2026-06-08T14:26:17.847Z,WT-021,L4,1.60,12.46,0.1225,运行
2026-06-08T14:26:17.847Z,WT-022,L4,1.63,6.66,0.1358,运行
2026-06-08T14:26:17.847Z,WT-023,L4,1.44,13.11,0.1113,运行
2026-06-08T14:26:17.847Z,WT-024,L4,1.61,10.87,0.1282,运行
2026-06-08T14:26:17.847Z,WT-025,L5,1.53,6.79,0.1293,运行
2026-06-08T14:26:17.847Z,WT-026,L5,1.58,12.84,0.1223,运行
2026-06-08T14:26:17.847Z,WT-027,L5,1.45,4.99,0.1178,运行
2026-06-08T14:26:17.847Z,WT-028,L5,1.70,13.57,0.1201,运行
2026-06-08T14:26:17.847Z,WT-029,L5,1.49,5.95,0.1374,运行
2026-06-08T14:26:17.847Z,WT-030,L5,1.54,6.49,0.1266,运行
2026-06-08T15:26:17.847Z,WT-001,L1,1.53,8.40,0.1439,运行
2026-06-08T15:26:17.847Z,WT-002,L1,1.59,8.53,0.1428,运行
2026-06-08T15:26:17.847Z,WT-003,L1,1.23,5.84,0.1403,运行
2026-06-08T15:26:17.847Z,WT-004,L1,2.00,14.00,0.1503,运行
2026-06-08T15:26:17.847Z,WT-005,L1,1.47,6.04,0.1473,运行
2026-06-08T15:26:17.847Z,WT-006,L1,1.71,11.12,0.1507,运行
2026-06-08T15:26:17.847Z,WT-007,L2,1.46,10.99,0.1194,运行
2026-06-08T15:26:17.847Z,WT-008,L2,1.63,3.98,0.1513,运行
2026-06-08T15:26:17.847Z,WT-009,L2,1.71,12.71,0.1477,运行
2026-06-08T15:26:17.847Z,WT-010,L2,1.69,9.18,0.1462,运行
2026-06-08T15:26:17.847Z,WT-011,L2,1.30,9.29,0.1244,运行
2026-06-08T15:26:17.847Z,WT-012,L2,1.91,10.83,0.1637,运行
2026-06-08T15:26:17.847Z,WT-013,L3,2.05,14.20,0.1762,运行
2026-06-08T15:26:17.847Z,WT-014,L3,1.39,5.90,0.1391,运行
2026-06-08T15:26:17.847Z,WT-015,L3,1.41,8.85,0.1451,运行
2026-06-08T15:26:17.847Z,WT-016,L3,1.71,10.60,0.1454,运行
2026-06-08T15:26:17.847Z,WT-017,L3,1.44,6.45,0.1345,运行
2026-06-08T15:26:17.847Z,WT-018,L3,1.77,14.96,0.1527,运行
2026-06-08T15:26:17.847Z,WT-019,L4,1.42,6.51,0.1421,运行
2026-06-08T15:26:17.847Z,WT-020,L4,1.65,10.41,0.1436,运行
2026-06-08T15:26:17.847Z,WT-021,L4,1.54,7.69,0.1353,运行
2026-06-08T15:26:17.847Z,WT-022,L4,1.52,6.88,0.1485,运行
2026-06-08T15:26:17.847Z,WT-023,L4,1.42,6.24,0.1232,运行
2026-06-08T15:26:17.847Z,WT-024,L4,1.35,3.29,0.1394,运行
2026-06-08T15:26:17.847Z,WT-025,L5,1.50,8.14,0.1418,运行
2026-06-08T15:26:17.847Z,WT-026,L5,1.80,12.86,0.1373,运行
2026-06-08T15:26:17.847Z,WT-027,L5,1.43,5.96,0.1298,运行
2026-06-08T15:26:17.847Z,WT-028,L5,1.78,12.48,0.1349,运行
2026-06-08T15:26:17.847Z,WT-029,L5,1.61,12.07,0.1508,运行
2026-06-08T15:26:17.847Z,WT-030,L5,0.00,8.13,0.1266,停机
2026-06-08T16:26:17.847Z,WT-001,L1,1.61,10.61,0.1573,运行
2026-06-08T16:26:17.847Z,WT-002,L1,1.70,12.83,0.1570,运行
2026-06-08T16:26:17.847Z,WT-003,L1,1.21,6.89,0.1504,运行
2026-06-08T16:26:17.847Z,WT-004,L1,1.72,5.98,0.1647,运行
2026-06-08T16:26:17.847Z,WT-005,L1,1.34,4.36,0.1585,运行
2026-06-08T16:26:17.847Z,WT-006,L1,1.61,9.53,0.1641,运行
2026-06-08T16:26:17.847Z,WT-007,L2,1.62,10.96,0.1329,运行
2026-06-08T16:26:17.847Z,WT-008,L2,1.46,5.14,0.1635,运行
2026-06-08T16:26:17.847Z,WT-009,L2,1.87,12.47,0.1633,运行
2026-06-08T16:26:17.847Z,WT-010,L2,1.54,7.88,0.1591,运行
